Middle layer Super Output Areas Code,Middle layer Super Output Areas,% 16_to_29,% 30_to_49,% 50_to_69,total
E02003764,Huntingdonshire 012,17.70643084,32.39450159,22.32048448,10403
E02003765,Huntingdonshire 013,15.33240997,25.66481994,24.12742382,7220
E02003766,Huntingdonshire 014,14.92139959,29.06947262,23.56744422,7888
E02003767,Huntingdonshire 015,12.2314568,22.20479849,33.44832994,6377
E02003768,Huntingdonshire 016,11.75943443,22.98118092,27.89007269,10043
E02003769,Huntingdonshire 017,11.46573689,24.64798176,31.12511734,7457
E02003770,Huntingdonshire 018,12.93655147,30.39861035,22.24355458,10938
E02003771,Huntingdonshire 019,16.28757754,25.87879752,26.06966757,6287
E02003772,Huntingdonshire 020,13.61404553,23.77622378,27.85299807,6721
E02003773,Huntingdonshire 021,17.12198824,28.2014798,24.46404857,10542
E02003774,Huntingdonshire 022,14.52006981,25.39267016,25.34031414,5730
E02003775,South Cambridgeshire 001,13.62254767,25.60099475,26.67864051,7238
E02003776,South Cambridgeshire 002,13.52706889,25.19545656,26.84761764,6779
E02003777,South Cambridgeshire 003,14.28571429,33.66197183,19.49698189,9940
E02003778,South Cambridgeshire 004,13.37726019,32.02574318,22.26478701,6526
E02003780,South Cambridgeshire 006,15.83829191,29.41897095,21.98109905,11428
E02003781,South Cambridgeshire 007,14.78503446,30.16081392,26.40301936,6094
E02003784,South Cambridgeshire 010,13.1496063,24.65691789,28.13273341,8890
E02003785,South Cambridgeshire 011,13.88982009,29.64577048,23.48865795,8949
E02003786,South Cambridgeshire 012,10.87289433,26.67687596,25.11485452,6530
E02003787,South Cambridgeshire 013,11.15173675,22.29041525,29.95560198,7658
E02003788,South Cambridgeshire 014,11.83934951,27.71960084,24.35628927,8117
E02003789,South Cambridgeshire 015,12.04238921,27.58051197,23.93338838,7266
E02003790,South Cambridgeshire 016,12.48925193,22.45270851,29.41745486,9304
E02003791,South Cambridgeshire 017,11.55195355,25.99491956,27.50695536,8267
E02003792,South Cambridgeshire 018,12.29491594,24.52906623,26.68624671,9874
E02003793,South Cambridgeshire 019,12.85734015,24.22317359,28.86341666,7241
E02004356,Eastbourne 001,16.03301312,24.52983358,26.18048978,7391
E02004357,Eastbourne 002,16.12903226,25.67637877,23.86836629,7688
E02004358,Eastbourne 003,12.98345977,22.5096381,24.6611118,8041
E02004359,Eastbourne 004,13.52850142,20.72478721,27.90817643,7754
E02004361,Eastbourne 006,12.06643869,22.74059599,26.75867123,8188
E02004362,Eastbourne 007,15.7733711,26.60623229,25.07648725,8825
E02004363,Eastbourne 008,15.03305548,24.83472262,24.79160678,6958
E02004364,Eastbourne 009,12.74701147,22.62747011,28.37277385,8198
E02004365,Eastbourne 010,22.18397626,32.5578635,22.01780415,8425
E02004366,Eastbourne 011,18.41382018,24.82659338,21.97356367,7641
E02004367,Eastbourne 012,11.53446998,15.19644181,27.1608599,6745
E02004368,Hastings 001,14.68708549,25.4190281,27.28807428,8293
E02004369,Hastings 002,11.27797116,19.56240676,29.64694182,10055
E02004370,Hastings 003,16.64610069,25.28381046,23.96347483,8104
E02004371,Hastings 004,15.69066966,25.20313813,24.41860465,7138
E02004372,Hastings 005,17.25874126,25.23076923,22.93706294,7150
E02004373,Hastings 006,14.35879945,25.37517053,26.80763984,8796
E02004374,Hastings 007,13.27118179,24.77378667,30.79243214,7294
E02004375,Hastings 008,14.50609902,26.52475484,30.07653671,8362
E02004376,Hastings 009,19.10716882,29.28602588,26.98851243,6877
E02004377,Hastings 010,13.66268211,23.82330968,28.27792305,10708
E02004378,Hastings 011,14.86075641,30.75519883,28.3473185,8223
E02004379,Lewes 001,12.34148255,22.04209701,29.87318604,7649
E02004380,Lewes 002,12.05681111,21.15902965,28.6543645,9646
E02004381,Lewes 003,13.13066667,24.64,28.88533333,9375
E02004382,Lewes 004,10.60466544,22.36034377,27.42480049,6516
E02004383,Lewes 005,12.95816869,24.17223055,29.36367353,7339
E02004384,Lewes 006,12.90409847,23.91451373,28.97335317,7393
E02004385,Lewes 007,13.53962658,22.45723985,28.03238021,7659
E02004386,Lewes 008,13.28903654,23.67864693,27.03110843,6622
E02004387,Lewes 009,16.86707297,28.06786361,21.7262395,6071
E02004388,Lewes 010,13.34276891,25.42460113,26.3252702,7772
E02004389,Lewes 011,10.02355965,16.94152924,30.76675948,9338
E02004390,Lewes 012,11.00186683,19.42750467,27.47977598,8035
E02004391,Lewes 013,12.15154782,22.28553827,28.04558756,6493
E02004392,Rother 001,11.72985782,21.47781129,29.77165015,9284
E02004393,Rother 002,10.55949567,16.94247439,33.19148936,6345
E02004394,Rother 003,11.59438614,18.70021494,33.5314199,7909
E02004395,Rother 004,11.89820281,18.57536403,30.74904893,7623
E02004396,Rother 005,11.35404265,16.13811019,32.29786773,9239
E02004397,Rother 006,12.16814159,19.93608653,29.51081613,8136
E02004398,Rother 007,16.60766012,23.58116082,23.65626006,9321
E02004399,Rother 008,12.45029821,18.56361829,27.94483101,8048
E02004400,Rother 009,8.852583587,14.72264438,31.2025076,10528
E02004401,Rother 010,9.503435758,15.41553222,28.69181901,7713
E02004402,Rother 011,13.81542239,20.55574155,28.24461556,8961
E02004403,Wealden 001,11.96395277,21.65941579,30.76444997,6436
E02004404,Wealden 002,11.62790698,22.13204308,31.52801623,6407
E02004405,Wealden 003,12.95835407,21.8848515,26.03285217,6027
E02004406,Wealden 004,11.60016454,18.88111888,29.30207048,7293
E02004407,Wealden 005,11.72549988,20.00740558,31.05406073,8102
E02004408,Wealden 006,14.16119403,26.3880597,27.85671642,8375
E02004409,Wealden 007,11.48280398,19.71433941,33.3959782,5321
E02004410,Wealden 008,10.50062578,19.19899875,33.49186483,7990
E02004411,Wealden 009,13.67109439,23.41601034,26.9307629,8507
E02004412,Wealden 010,13.3877753,22.20984905,28.32219748,8082
E02004413,Wealden 011,12.15846995,21.03825137,30.46448087,7320
E02004414,Wealden 012,15.11948529,25.29105392,28.17095588,6528
E02004415,Wealden 013,11.52927121,19.89247312,34.3339307,6696
E02004416,Wealden 014,11.43033673,18.8137164,33.11708372,6474
E02004417,Wealden 015,13.75498925,21.89131102,26.25115137,6514
E02004418,Wealden 016,14.28324698,21.29533679,26.26943005,5790
E02004419,Wealden 017,15.35060013,22.8995578,24.88945041,6332
E02004420,Wealden 018,13.17129132,20.9722521,27.53280275,13947
E02004421,Wealden 019,12.22698073,23.2869379,26.67023555,9340
E02004422,Wealden 020,13.31051873,21.75792507,28.55727666,11104
E02004423,Wealden 021,10.50681487,18.40677518,30.79264258,7557
E02004424,Basildon 001,12.87420942,24.55375966,26.05762474,7115
E02004425,Basildon 002,13.6239782,27.19346049,25.70844687,7340
E02004426,Basildon 003,14.35979751,26.25015434,24.75614273,8099
E02004427,Basildon 004,11.78513832,23.81838482,25.84046644,8061
E02004428,Basildon 005,14.35750179,25.81478823,24.72361809,6965
E02004429,Basildon 006,13.92004222,21.19013062,27.70814092,7579
E02004430,Basildon 007,14.52950936,27.00876985,25.55107845,8438
E02004431,Basildon 008,17.11581979,29.92182678,22.53651512,9722
E02004432,Basildon 009,13.97332506,24.03846154,27.90012407,6448
E02004433,Basildon 010,16.55409273,26.53692044,25.38065255,8735
E02004434,Basildon 011,15.99953184,27.93773408,25.33941948,8544
E02004435,Basildon 012,17.43437851,28.52619753,21.59125728,9791
E02004436,Basildon 013,17.49905171,26.10949551,21.62093817,7909
E02004437,Basildon 014,15.4816286,29.10625621,22.52234359,10070
E02004438,Basildon 015,17.83930058,28.65320566,19.95212323,9608
E02004439,Basildon 016,18.13953488,29.38321537,18.4934277,9890
E02004440,Basildon 017,16.56113537,30.32751092,20.90611354,9160
E02004441,Basildon 018,15.23821689,26.2868821,23.9877379,7829
E02004442,Basildon 019,18.39387258,26.71463386,20.68005106,8617
E02004443,Basildon 020,18.38712804,30.85199186,21.39187748,10317
E02004444,Basildon 021,15.74176432,26.75215565,26.70793721,9046
E02004445,Basildon 022,17.19069992,27.43043007,23.2743043,8301
E02004446,Braintree 001,12.97351182,20.89148391,32.83964682,7022
E02004447,Braintree 002,11.31949096,19.13931681,35.63295378,5972
E02004448,Braintree 003,14.11945262,24.22304643,26.87044379,7819
E02004449,Braintree 004,15.13002364,26.02724305,25.43059777,8883
E02004450,Braintree 005,11.81991728,20.9990455,33.23258034,6286
E02004451,Braintree 006,14.00884769,23.16199705,27.76490415,9494
E02004452,Braintree 007,13.04208159,24.74569012,26.37327337,9339
E02004453,Braintree 008,16.13898578,26.46900993,23.26267776,7454
E02004454,Braintree 009,17.42215632,29.728871,22.30459648,9442
E02004455,Braintree 010,14.92387064,24.63822826,27.3059016,7947
E02004456,Braintree 011,16.38710989,28.72827081,23.62508895,9837
E02004457,Braintree 012,15.84055786,26.5077271,24.54768187,10612
E02004458,Braintree 013,14.72900723,25.28566936,25.62113429,9539
E02004459,Braintree 014,13.12578072,23.68598059,27.8562506,10407
E02004460,Braintree 015,16.04179471,26.6338865,23.61196476,9762
E02004461,Braintree 016,17.34587252,27.76036224,22.60536398,5742
E02004462,Braintree 017,17.06222491,29.60214033,21.88659705,11587
E02004463,Braintree 018,12.67346187,24.80658234,27.93810635,8143
E02004464,Brentwood 001,13.5414555,20.31218326,29.99189134,9866
E02004465,Brentwood 002,14.38894125,22.77725416,26.81432611,6366
E02004466,Brentwood 003,14.61192761,26.19944127,25.19130329,8233
E02004467,Brentwood 004,15.39208546,28.52634134,22.09274096,8238
E02004468,Brentwood 005,12.46114722,23.85796364,26.74013375,10617
E02004469,Brentwood 006,14.22277296,25.62302079,25.93969434,7263
E02004470,Brentwood 007,18.61453464,33.31916702,19.7960051,11765
E02004471,Brentwood 008,14.88912355,28.34682623,24.80347296,8523
E02004472,Brentwood 009,14.06628941,24.64025869,28.69846403,6185
E02004473,Castle Point 001,14.95016611,24.35471505,24.08637874,7826
E02004474,Castle Point 002,14.7672956,22.88050314,26.93081761,7950
E02004475,Castle Point 003,14.8008449,22.42003621,26.78032589,6628
E02004476,Castle Point 004,14.5157295,22.88828338,26.36859054,8074
E02004477,Castle Point 005,11.09641144,21.33289234,28.89035886,6047
E02004478,Castle Point 006,15.90433483,22.60089686,25.96412556,6690
E02004479,Castle Point 007,14.43657597,23.30724314,27.02199031,8049
E02004480,Castle Point 008,15.71858432,25.06089698,25.27582748,6979
E02004481,Castle Point 009,12.46616541,18.81203008,26.19548872,6650
E02004482,Castle Point 010,17.55395683,24.05275779,24.25659472,8340
E02004483,Castle Point 011,13.92120075,20.83802376,28.43026892,7995
E02004484,Castle Point 012,13.46958289,22.09872117,28.69606789,8367
E02004485,Chelmsford 001,13.67322116,29.15061829,21.95418609,9866
E02004486,Chelmsford 002,13.28930599,26.70605955,24.67848453,8631
E02004487,Chelmsford 003,14.10592554,25.78657577,24.61982171,7628
E02004488,Chelmsford 004,14.4172086,30.34517259,22.22111056,9995
E02004489,Chelmsford 005,15.65199073,26.22709079,24.57341479,9494
E02004490,Chelmsford 006,17.19994941,27.64638928,22.29669913,7907
E02004491,Chelmsford 007,14.53208556,26.17647059,26.1631016,7480
E02004492,Chelmsford 008,16.78074866,30.44919786,24.57754011,9350
E02004493,Chelmsford 009,18.08078856,31.26207963,21.45342095,10348
E02004495,Chelmsford 011,14.24446583,22.25697786,26.52791145,8312
E02004496,Chelmsford 012,13.93821455,29.21430309,22.05059596,8222
E02004497,Chelmsford 013,12.78281989,23.68656526,25.42502876,7823
E02004498,Chelmsford 014,15.225963,27.72217167,23.41522596,9891
E02004499,Chelmsford 015,14.56566247,26.92307692,24.70020474,6838
E02004500,Chelmsford 016,12.38507301,21.53596539,28.84802596,9245
E02004501,Chelmsford 017,12.9787234,22.87943262,27.41843972,7050
E02004502,Chelmsford 018,11.40921034,22.40354031,31.84898354,7231
E02004503,Chelmsford 019,14.82358808,25.50804139,24.93454681,8021
E02004504,Chelmsford 020,15.73819635,25.60579565,28.22882838,8006
E02004505,Chelmsford 021,12.45387454,23.21648216,27.09102091,6504
E02004506,Colchester 001,12.05763044,22.78640369,29.43068961,7149
E02004507,Colchester 002,16.99009083,30.92485549,22.35755574,9688
E02004508,Colchester 003,11.89279732,23.38967565,28.49093955,6567
E02004512,Colchester 007,20.13078826,31.74266525,19.291269,11316
E02004513,Colchester 008,41.31947503,19.89782436,15.14137232,11353
E02004514,Colchester 009,13.64572606,24.23618263,26.46755922,5826
E02004515,Colchester 010,15.34342498,26.38245289,24.21995675,9711
E02004516,Colchester 011,25.77388964,31.0378346,17.0330492,13374
E02004517,Colchester 012,14.43138071,26.43845594,23.1609614,9611
E02004518,Colchester 013,17.78025241,30.51224944,20.0074239,8082
E02004519,Colchester 014,13.13683649,22.92611363,26.71379034,7498
E02004520,Colchester 015,20.1608745,30.30834279,16.63401052,9697
E02004521,Colchester 016,16.90841715,26.78665961,25.3361567,9445
E02004522,Colchester 017,26.08550434,21.28701848,22.51169005,8982
E02004523,Colchester 018,16.9602895,28.60679935,22.00742786,10501
E02004524,Colchester 019,12.17307461,21.86332409,31.56562613,8297
E02004525,Colchester 020,13.24183976,22.8239367,26.37240356,8088
E02004526,Colchester 021,11.00346021,17.38408304,31.26643599,7225
E02004527,Epping Forest 001,14.878259,24.4774833,27.96811032,9282
E02004528,Epping Forest 002,13.80952381,22.89115646,29.68253968,8820
E02004529,Epping Forest 003,14.9579604,20.69433143,32.08570654,7374
E02004530,Epping Forest 004,12.94843049,23.90695067,25.19618834,7136
E02004531,Epping Forest 005,12.3392957,28.01844606,24.62269424,7156
E02004532,Epping Forest 006,13.89841072,28.42006856,24.72732939,6418
E02004533,Epping Forest 007,15.45442759,25.4764683,24.81524699,7713
E02004534,Epping Forest 008,15.53301731,28.93837504,23.3491346,9071
E02004535,Epping Forest 009,14.7470753,24.86406327,28.35722524,6069
E02004536,Epping Forest 010,13.82074715,22.49478916,28.21869489,6237
E02004537,Epping Forest 011,17.40499685,30.02309469,23.48309889,9526
E02004538,Epping Forest 012,15.77079108,26.81541582,24.84787018,9860
E02004539,Epping Forest 013,15.37878788,30.29040404,23.25757576,7920
E02004540,Epping Forest 014,13.97582381,27.52111277,26.09703593,6039
E02004541,Epping Forest 015,13.91985025,29.13298732,23.73861993,11753
E02004542,Epping Forest 016,14.18774111,25.66080869,27.13244749,6999
E02004543,Epping Forest 017,16.35096027,28.9397527,21.24440937,7602
E02004544,Harlow 001,16.46101574,31.91165951,20.4667382,11184
E02004545,Harlow 002,17.1937751,27.74849398,23.13002008,7968
E02004546,Harlow 003,17.19586158,30.05113569,22.14294209,8409
E02004547,Harlow 004,17.30616302,31.18290258,20.60636183,10060
E02004548,Harlow 005,16.1149631,30.25050324,24.01028853,8942
E02004549,Harlow 006,15.83077866,27.98283262,23.27406499,8155
E02004550,Harlow 007,16.71201814,29.36507937,20.36281179,8820
E02004551,Harlow 008,15.15709215,27.80333903,23.6624162,7607
E02004552,Harlow 009,14.34855149,26.37645988,26.58880631,6593
E02004553,Harlow 010,16.77715451,29.11779704,20.71647119,7844
E02004554,Harlow 011,16.83693263,27.8675805,23.10875469,7733
E02004555,Maldon 001,13.05889608,21.13783534,30.86648165,6486
E02004556,Maldon 002,11.67747915,20.44220839,29.86892625,7553
E02004557,Maldon 003,14.88382535,25.4012796,26.64721069,8909
E02004558,Maldon 004,14.5607179,21.43580837,26.86351136,6909
E02004559,Maldon 005,14.82311908,21.23816642,29.16043847,8028
E02004560,Maldon 006,14.26527243,21.83819483,29.55421024,9085
E02004561,Maldon 007,13.77683643,20.36199095,32.65620487,10387
E02004562,Maldon 008,13.45762712,21.72881356,29.33333333,8850
E02004563,Rochford 001,12.44882487,18.6959818,30.11372252,6595
E02004564,Rochford 002,14.11601163,20.77593833,30.07708834,7913
E02004566,Rochford 004,16.2009197,25.11496286,25.13264945,5654
E02004567,Rochford 005,13.5155096,23.59675037,27.00640079,8124
E02004568,Rochford 006,15.33686943,28.01038258,24.60218937,8861
E02004569,Rochford 007,16.11560694,26.5433526,24.12716763,8650
E02004570,Rochford 008,13.14548591,23.10523289,25.98044853,8695
E02004571,Rochford 009,12.71912988,22.4184261,26.69225848,7815
E02004572,Rochford 010,14.95209279,23.31064044,28.06354009,7932
E02004573,Tendring 001,17.22741433,23.02180685,26.01246106,6420
E02004574,Tendring 002,16.02441816,22.71397685,23.9348849,7863
E02004575,Tendring 003,13.07081403,23.82528127,28.44142952,12088
E02004576,Tendring 004,12.93641239,20.58662581,29.62679216,9137
E02004577,Tendring 005,13.53075916,23.74018325,30.1210733,6112
E02004578,Tendring 006,10.56218058,15.76464421,29.91744201,7631
E02004579,Tendring 007,12.11125158,19.77243995,31.74462705,7910
E02004580,Tendring 008,9.873026209,16.14032232,29.9527918,12286
E02004581,Tendring 009,13.06698002,22.23266745,27.84958872,8510
E02004582,Tendring 010,11.29425254,17.2853662,30.81553676,6977
E02004583,Tendring 011,12.53087806,20.71637099,28.94677745,8906
E02004584,Tendring 012,9.078487931,13.55700622,30.4539244,6587
E02004585,Tendring 013,14.70620781,20.99147947,26.33617351,9037
E02004586,Tendring 014,14.07443326,18.40223057,27.66395927,8249
E02004587,Tendring 015,15.77246283,21.04718811,25.94699418,7735
E02004588,Tendring 016,17.25142144,21.68908612,25.4749688,7211
E02004589,Tendring 017,14.67098166,20.05124056,27.00916936,7416
E02004590,Tendring 018,10.7671765,17.26147123,32.48361253,8238
E02004591,Uttlesford 001,12.65407815,24.16732232,28.14057173,7626
E02004592,Uttlesford 002,13.2713698,26.71034588,25.0342831,13126
E02004593,Uttlesford 003,11.68338907,23.16610925,29.82162765,8970
E02004594,Uttlesford 004,12.92107796,24.35033686,27.68286814,8312
E02004595,Uttlesford 005,12.97668778,27.44913084,26.14202938,14842
E02004596,Uttlesford 006,13.49086801,27.93259273,24.91997741,10622
E02004597,Uttlesford 007,14.75773367,26.34438408,25.62368334,9019
E02004598,Uttlesford 008,14.58861906,23.1061979,27.21094599,11036
E02004599,Uttlesford 009,13.01501733,22.82120395,29.80361956,7791
E02004675,Basingstoke and Deane 001,14.57605178,24.90614887,26.26537217,7725
E02004676,Basingstoke and Deane 002,12.83174762,23.05958938,29.84476715,7988
E02004677,Basingstoke and Deane 003,12.14323467,22.8858351,30.24577167,7568
E02004678,Basingstoke and Deane 004,12.16679863,23.10636052,30.79968329,7578
E02004679,Basingstoke and Deane 005,14.43233997,28.28846673,24.78617088,11107
E02004680,Basingstoke and Deane 006,15.23566879,32.15286624,24.48407643,7850
E02004681,Basingstoke and Deane 007,18.23966776,34.16839708,16.36412352,14929
E02004682,Basingstoke and Deane 008,15.49718124,30.22670025,24.93702771,8337
E02004683,Basingstoke and Deane 009,18.8380929,30.44490746,21.6080402,8159
E02004684,Basingstoke and Deane 010,17.44022504,33.25421941,19.77848101,11376
E02004685,Basingstoke and Deane 011,20.51217039,34.38133874,20.43610548,7888
E02004686,Basingstoke and Deane 012,18.70332654,33.86512786,20.11767368,8838
E02004687,Basingstoke and Deane 013,16.13364535,30.07020281,20.60582423,7692
E02004688,Basingstoke and Deane 014,16.11217336,27.36775016,24.39770554,7845
E02004689,Basingstoke and Deane 015,11.28096995,21.92936215,28.13213846,5691
E02004690,Basingstoke and Deane 016,15.86011575,28.23543899,25.61260928,8121
E02004691,Basingstoke and Deane 017,11.04124748,20.52313883,32.50754527,7952
E02004692,Basingstoke and Deane 018,10.34435071,21.32485133,30.71497718,7231
E02004693,Basingstoke and Deane 019,16.39146194,29.58786414,23.90924956,7449
E02004694,Basingstoke and Deane 020,12.49834152,26.09791694,26.27039936,7537
E02004695,Basingstoke and Deane 021,15.83095374,31.29640206,25.34551685,8755
E02004696,Basingstoke and Deane 022,13.43936382,25.75215374,25.83167661,7545
E02004697,East Hampshire 001,12.44327331,22.86634461,29.36612502,6831
E02004698,East Hampshire 002,16.87604056,26.27516271,22.47616165,6607
E02004699,East Hampshire 003,13.8616634,23.75618408,27.64865117,10713
E02004700,East Hampshire 004,18.42790967,31.28257093,20.85987261,6908
E02004702,East Hampshire 006,15.11714855,27.04386839,27.49252243,8024
E02004703,East Hampshire 007,11.92704203,21.30055511,31.35606661,12610
E02004704,East Hampshire 008,13.80199936,23.65366011,30.34504998,6202
E02004705,East Hampshire 009,13.33674514,24.16581372,25.9160696,9770
E02004706,East Hampshire 010,12.30789439,21.71285958,29.3314068,7613
E02004707,East Hampshire 011,12.57805531,20.64228368,31.07047279,11210
E02004708,East Hampshire 012,14.09123974,26.07295022,24.95063909,9623
E02004709,East Hampshire 013,12.6700972,23.28187536,29.45683248,8745
E02004710,East Hampshire 014,13.34655278,22.94081757,29.72849298,6556
E02004712,Eastleigh 001,10.78800319,22.96727107,24.97434143,8769
E02004713,Eastleigh 002,11.82621686,25.29565542,25.48238516,8033
E02004714,Eastleigh 003,12.63633945,24.10215483,27.89305666,7518
E02004715,Eastleigh 004,14.98230871,29.1463954,23.57363998,9044
E02004716,Eastleigh 005,14.23019774,25.51148703,26.6544748,8749
E02004717,Eastleigh 006,17.74578489,30.9261683,19.60120102,12989
E02004718,Eastleigh 007,18.91394386,31.47722043,22.49194662,8692
E02004719,Eastleigh 008,15.1144641,25.41623309,26.40478668,11532
E02004720,Eastleigh 009,13.60183713,24.74827769,28.22822823,11322
E02004721,Eastleigh 010,16.13642148,32.06922881,20.27657589,11787
E02004722,Eastleigh 011,13.99429387,23.9657632,26.2767475,7010
E02004723,Eastleigh 012,14.13208887,24.59166075,26.34675865,9857
E02004724,Eastleigh 013,16.73735388,28.53005069,23.98882797,9667
E02004725,Eastleigh 014,13.22556943,23.6958119,27.42468773,5444
E02004726,Eastleigh 015,13.10036436,24.75985426,28.91685989,6038
E02004727,Fareham 001,13.39059145,28.1768495,25.49287527,10246
E02004728,Fareham 002,14.81318681,24.71428571,26.69230769,9100
E02004729,Fareham 003,15.38780017,24.68948385,26.34556997,7246
E02004730,Fareham 004,11.6426513,21.8443804,29.54466859,8675
E02004731,Fareham 005,13.14157541,22.74706426,29.99076395,7579
E02004732,Fareham 006,12.41519674,23.82406151,28.45997286,8844
E02004733,Fareham 007,13.29674442,24.90956717,28.81377074,8017
E02004734,Fareham 008,14.24757762,24.62922681,27.9909037,10114
E02004735,Fareham 009,10.71285275,22.0944229,28.92871473,7477
E02004736,Fareham 010,10.96042412,22.89483418,28.0729873,8111
E02004737,Fareham 011,16.56765677,26.67986799,23.78877888,7575
E02004738,Fareham 012,12.50520472,23.60860514,29.29909785,7205
E02004739,Fareham 013,17.15353731,17.27813928,27.85546172,7223
E02004740,Fareham 014,9.784294375,20.00563936,29.40927675,7093
E02004741,Gosport 001,13.84923282,23.13542362,27.44496331,7495
E02004742,Gosport 002,13.92512762,23.52524107,28.53091322,7052
E02004743,Gosport 003,15.33415334,24.49091158,28.05794725,7317
E02004744,Gosport 004,19.72906906,30.35241393,17.49847219,9818
E02004745,Gosport 005,17.28148496,26.16306391,26.71522556,8512
E02004746,Gosport 006,11.88225763,21.96417319,27.5542353,11109
E02004747,Gosport 007,15.25288092,24.67989757,28.39308579,6248
E02004748,Gosport 008,17.68338124,25.87032897,25.45512616,9393
E02004749,Gosport 009,11.17925843,20.04460552,28.70086423,7174
E02004750,Gosport 010,14.96876195,21.85388244,30.61328573,7843
E02004751,Hart 001,13.54043159,24.4012331,26.86744131,8434
E02004752,Hart 002,12.75336775,24.44920055,29.01926224,7943
E02004753,Hart 003,20.84925321,24.8523793,23.21118444,11516
E02004754,Hart 004,10.27502443,25.07329331,27.27907301,7163
E02004755,Hart 005,15.05013973,31.62913036,21.80667434,12166
E02004756,Hart 006,14.76801988,27.28873239,26.17025684,9656
E02004757,Hart 007,11.1913815,22.09125475,28.1495564,7890
E02004758,Hart 008,11.81033541,26.19906042,27.14956845,9153
E02004759,Hart 009,11.77399757,25.90522479,26.13608748,8230
E02004760,Hart 010,13.2655915,29.77533327,22.13107113,10727
E02004761,Hart 011,17.13715864,25.66738263,23.71893219,6518
E02004764,Havant 003,13.75260002,18.87923651,29.84216322,8173
E02004765,Havant 004,14.37789543,22.86565189,29.51687624,6044
E02004766,Havant 005,16.18887015,24.40978078,25,7116
E02004767,Havant 006,17.16789826,26.00103111,22.87334594,5819
E02004768,Havant 007,15.50474066,25.26491913,27.34709054,5379
E02004769,Havant 008,17.33208079,26.05291999,22.8119618,6387
E02004770,Havant 009,16.51577103,26.46028037,23.64193925,6848
E02004771,Havant 010,17.46793084,25.88957055,23.5694367,8965
E02004772,Havant 011,13.85142368,22.67180475,29.99357739,9342
E02004774,Havant 013,10.70976536,20.28040113,29.13056178,10271
E02004775,Havant 014,14.87443033,23.78551343,27.84834675,10313
E02004776,Havant 015,10.50243657,16.65266342,33.27171904,5951
E02004777,Havant 016,10.11984021,16.96785239,30.20734259,5257
E02004778,Havant 017,9.943411479,16.91188359,33.45189976,6185
E02004779,New Forest 001,11.55466032,19.35542941,32.13697125,10922
E02004780,New Forest 002,14.37808406,24.12795644,27.00357325,5877
E02004781,New Forest 003,14.84072455,26.45846346,27.42036227,8005
E02004782,New Forest 004,15.35478868,24.10495024,26.12123562,7737
E02004783,New Forest 005,14.19024598,25.67894213,27.99658752,7033
E02004784,New Forest 006,10.91231178,18.67139061,31.35518158,5645
E02004785,New Forest 007,10.30027298,19.07188353,33.99454049,5495
E02004786,New Forest 008,14.93388329,25.53681912,27.96312022,8243
E02004787,New Forest 009,10.82863818,18.62031057,29.51765838,7277
E02004788,New Forest 010,12.51037919,20.46775533,30.8469416,7226
E02004789,New Forest 011,13.5383731,22.40107311,27.34502252,10437
E02004790,New Forest 012,14.59926017,23.55117139,24.66091245,8110
E02004791,New Forest 013,14.48884089,23.81209503,25.28797696,5556
E02004792,New Forest 014,11.12950917,20.15375517,31.49615612,8455
E02004793,New Forest 015,9.889069264,17.6271645,31.68290043,7392
E02004794,New Forest 016,10.74332172,18.96051103,32.38966318,6888
E02004795,New Forest 017,10.25129169,18.84687647,31.07092532,8516
E02004796,New Forest 018,10.39244186,17.26536545,31.36420266,9632
E02004797,New Forest 019,12.84290811,22.72112191,29.25329069,8129
E02004798,New Forest 020,14.49723397,22.69768955,27.02570778,6146
E02004799,New Forest 021,12.06397179,20.26193175,25.84057423,7941
E02004800,New Forest 022,7.335855174,12.55066198,32.30208052,7402
E02004801,New Forest 023,7.516170763,13.64812419,30.78913325,7730
E02004802,Rushmoor 001,16.1285545,26.73281991,25.34063981,6752
E02004803,Rushmoor 002,17.42788462,28.57905983,23.59775641,7488
E02004804,Rushmoor 003,15.20402459,28.10229178,26.02012297,7156
E02004805,Rushmoor 004,15.41335824,28.90004671,24.60298926,8564
E02004806,Rushmoor 005,14.72491909,29.08887229,26.02688574,8034
E02004807,Rushmoor 006,15.14959298,29.92916799,22.78253515,9459
E02004808,Rushmoor 007,20.59745833,32.86846014,19.3596303,12118
E02004809,Rushmoor 008,22.85138354,35.59648158,11.49899212,10914
E02004810,Rushmoor 009,17.92207792,32.29437229,22.20160792,8085
E02004811,Rushmoor 010,15.80531862,27.82237832,26.19167085,7972
E02004812,Rushmoor 011,15.86830787,27.89559543,27.03544416,6743
E02004813,Rushmoor 012,16.58159319,26.83681361,25.2745553,6465
E02004814,Test Valley 001,14.4297685,24.07328504,30.54963784,7041
E02004815,Test Valley 002,17.62072708,29.57135106,21.48670646,7372
E02004817,Test Valley 004,15.20897316,26.45212979,26.8393644,7489
E02004818,Test Valley 005,14.00819992,25.72237407,26.48379539,10244
E02004819,Test Valley 006,14.17211748,24.59920482,28.48531486,7797
E02004820,Test Valley 007,12.24265715,25.52841065,28.46555037,7286
E02004821,Test Valley 008,9.049167783,20.75760474,31.22249857,5227
E02004822,Test Valley 009,10.85792554,21.96488607,32.12551363,8031
E02004823,Test Valley 010,11.58867707,23.66262276,27.39456961,8655
E02004824,Test Valley 011,12.83933754,19.13949121,26.54942803,5857
